Index,ID,Name
150,MG_382_TETRAMER,uridine kinase
151,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative"
152,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein
153,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein"
154,MG_391_HEXAMER,cytosol aminopeptidase
155,MG_392_393_21MER,GroEL-GroES chaperonin complex
156,MG_394_TETRAMER,serine hydroxymethyltransferase
157,MG_396_DIMER,ribose 5-phosphate isomerase B
158,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase
159,MG_407_DIMER,enolase
160,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative"
161,MG_410_411_412_PENTAMER,phosphate ABC transporter
162,MG_425_DIMER,ATP-dependent RNA helicase
163,MG_427_DIMER,osmotically inducible peroxidase
164,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase
165,MG_428_DIMER,"LuxR bacterial regulatory protein, putative"
166,MG_431_DIMER,triosephosphate isomerase
167,MG_433_DIMER,translation elongation factor Ts
168,MG_434_HEXAMER,uridylate kinase
169,MG_437_DIMER,phosphatidate cytidylyltransferase
170,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase
171,MG_451_DIMER,translation elongation factor Tu
172,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase
173,MG_454_DIMER,thiol-dependent peroxidase
174,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase
175,MG_455_DIMER,tyrosyl-tRNA synthetase
176,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH
177,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase
178,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase
179,MG_467_468_526_TETRAMER,salivaricin A ABC transporter
180,MG_469_1MER_ADP,DnaA-ADP
181,MG_469_1MER_ATP,DnaA-ATP
182,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP
183,MG_469_2MER_ATP,DnaA-ATP 2mer
184,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP
185,MG_469_3MER_ATP,DnaA-ATP 3mer
186,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP
187,MG_469_4MER_ATP,DnaA-ATP 4mer
188,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP
189,MG_469_5MER_ATP,DnaA-ATP 5mer
190,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP
191,MG_469_6MER_ATP,DnaA-ATP 6mer
192,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP
193,MG_469_7MER_ATP,DnaA-ATP 7mer
194,MG_482_DIMER,holo-(acyl-carrier-protein) synthase
195,REPLISOME,Replisome
196,RIBOSOME_30S,30S ribosomal subunit
197,RIBOSOME_30S_IF3,30S ribosomal subunit - translation initiation factor IF-3 complex
198,RIBOSOME_50S,50S ribosomal subunit
199,RIBOSOME_70S,70S ribosome
200,RNA_POLYMERASE,DNA-directed RNA polymerase
201,RNA_POLYMERASE_HOLOENZYME,DNA-directed RNA polymerase holoenzyme
