Index,ID,Name
51,MG_053_MONOMER,"phosphoglucomutase/phosphomannomutase, putative"
52,MG_054_MONOMER,"transcription antitermination protein NusG, putative"
53,MG_055_MONOMER,"preprotein translocase, SecE subunit"
54,MG_473_MONOMER,ribosomal protein L33 type 2
55,MG_474_MONOMER,
56,MG_056_MONOMER,tetrapyrrole (corrin/porphyrin) methylase protein
57,MG_057_MONOMER,small primase-like protein
58,MG_058_MONOMER,ribose-phosphate pyrophosphokinase
59,MG_059_MONOMER,SsrA-binding protein
60,MG_060_MONOMER,glycosyl transferase
61,MG_061_MONOMER,Mycoplasma MFS transporter
62,MG_062_MONOMER,"PTS system, fructose-specific IIABC component"
63,MG_063_MONOMER,"1-phosphofructokinase, putative"
64,MG_064_MONOMER,"ABC transporter, permease protein, putative"
65,MG_065_MONOMER,"ABC transporter, ATP-binding protein"
66,MG_066_MONOMER,transketolase
67,MG_067_MONOMER,"lipoprotein, putative"
68,MG_068_MONOMER,"lipoprotein, putative"
69,MG_069_MONOMER,"PTS system, glucose-specific IIABC component"
70,MG_070_MONOMER,ribosomal protein S2
71,MG_071_MONOMER,"ATPase, P-type (transporting), HAD superfamily, subfamily IC"
72,MG_072_MONOMER,"preprotein translocase, SecA subunit"
73,MG_073_MONOMER,"excinuclease ABC, B subunit"
74,MG_074_MONOMER,
75,MG_075_MONOMER,116 kDa surface antigen
76,MG_076_MONOMER,
77,MG_077_MONOMER,"oligopeptide ABC transporter, permease protein"
78,MG_078_MONOMER,"oligopeptide ABC transporter, permease protein"
79,MG_079_MONOMER,"oligopeptide ABC transporter, ATP-binding protein"
80,MG_080_MONOMER,"oligopeptide ABC transporter, ATP-binding protein"
81,MG_081_MONOMER,ribosomal protein L11
82,MG_082_MONOMER,ribosomal protein L1
83,MG_083_MONOMER,peptidyl-tRNA hydrolase
84,MG_084_MONOMER,tRNA(Ile)-lysidine synthetase
85,MG_085_MONOMER,HPr(Ser) kinase/phosphatase
86,MG_086_MONOMER,prolipoprotein diacylglyceryl transferase
87,MG_087_MONOMER,ribosomal protein S12
88,MG_088_MONOMER,ribosomal protein S7
89,MG_089_MONOMER,translation elongation factor G
90,MG_090_MONOMER,ribosomal protein S6
91,MG_091_MONOMER,single-strand binding protein family
92,MG_092_MONOMER,ribosomal protein S18
93,MG_093_MONOMER,ribosomal protein L9
94,MG_094_MONOMER,replicative DNA helicase
95,MG_095_MONOMER,"lipoprotein, putative"
96,MG_096_MONOMER,
97,MG_097_MONOMER,"uracil-DNA glycosylase, putative"
98,MG_098_MONOMER,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit"
99,MG_099_MONOMER,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, A subunit"
100,MG_100_MONOMER,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit"
101,MG_101_MONOMER,Uncharacterized HTH-type transcriptional regulator
102,MG_102_MONOMER,thioredoxin-disulfide reductase
103,MG_103_MONOMER,
104,MG_476_MONOMER,"preprotein translocase, SecG subunit"
105,MG_104_MONOMER,ribonuclease R
106,MG_105_MONOMER,putative DNA integrity scanning protein
107,MG_106_MONOMER,peptide deformylase
108,MG_107_MONOMER,guanylate kinase
109,MG_108_MONOMER,"Ser/Thr protein phosphatase 2C, putative"
110,MG_109_MONOMER,"serine/threonine protein kinase, putative"
111,MG_110_MONOMER,ribosome small subunit-dependent GTPase A
112,MG_111_MONOMER,glucose-6-phosphate isomerase
113,MG_112_MONOMER,ribulose-phosphate 3-epimerase
114,MG_113_MONOMER,asparaginyl-tRNA synthetase
115,MG_114_MONOMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
116,MG_115_MONOMER,competence/damage-inducible protein CinA domain protein
117,MG_116_MONOMER,
118,MG_117_MONOMER,
119,MG_118_MONOMER,UDP-glucose 4-epimerase
120,MG_119_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, ATP-binding protein"
121,MG_120_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, permease protein"
122,MG_121_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, permease protein"
123,MG_122_MONOMER,DNA topoisomerase I
124,MG_123_MONOMER,arginine deaminasse
125,MG_124_MONOMER,thioredoxin
126,MG_125_MONOMER,"Cof-like hydrolase, putative"
127,MG_126_MONOMER,tryptophanyl-tRNA synthetase
128,MG_127_MONOMER,Spx subfamily protein
129,MG_128_MONOMER,"inorganic polyphosphate/ATP-NAD kinase, probable"
130,MG_129_MONOMER,Putative phosphotransferase enzyme glucose-specific IIB component
131,MG_130_MONOMER,
132,MG_131_MONOMER,hypothetical protein
133,MG_132_MONOMER,purine nucleoside phosphoramidase
134,MG_133_MONOMER,"membrane protein, putative"
135,MG_134_MONOMER,
136,MG_135_MONOMER,"membrane protein, putative"
137,MG_136_MONOMER,lysyl-tRNA synthetase
138,MG_137_MONOMER,UDP-galactopyranose mutase
139,MG_138_MONOMER,Translation elongation factor 4
140,MG_139_MONOMER,ribonuclease J
141,MG_140_MONOMER,putative ATP-dependent helicase
142,MG_141_MONOMER,transcription termination factor NusA
143,MG_477_MONOMER,
144,MG_142_MONOMER,translation initiation factor IF-2
145,MG_143_MONOMER,ribosome-binding factor A
146,MG_144_MONOMER,
147,MG_145_MONOMER,riboflavin biosynthesis protein RibF
148,MG_146_MONOMER,UPF0053 protein
149,MG_147_MONOMER,"membrane protein, putative"
150,MG_148_MONOMER,
151,MG_149_MONOMER,"lipoprotein, putative"
152,MG_478_MONOMER,
153,MG_150_MONOMER,ribosomal protein S10
154,MG_151_MONOMER,ribosomal protein L3
155,MG_152_MONOMER,ribosomal protein L4/L1 family
156,MG_153_MONOMER,ribosomal protein L23
157,MG_154_MONOMER,ribosomal protein L2
158,MG_155_MONOMER,ribosomal protein S19
159,MG_156_MONOMER,ribosomal protein L22
160,MG_157_MONOMER,ribosomal protein S3
161,MG_158_MONOMER,ribosomal protein L16
162,MG_159_MONOMER,ribosomal protein L29
163,MG_160_MONOMER,ribosomal protein S17
164,MG_161_MONOMER,ribosomal protein L14
165,MG_162_MONOMER,ribosomal protein L24
166,MG_163_MONOMER,ribosomal protein L5
167,MG_164_MONOMER,ribosomal protein S14
168,MG_165_MONOMER,ribosomal protein S8
169,MG_166_MONOMER,ribosomal protein L6
170,MG_167_MONOMER,ribosomal protein L18
171,MG_168_MONOMER,ribosomal protein S5
172,MG_169_MONOMER,ribosomal protein L15
173,MG_170_MONOMER,"preprotein translocase, SecY subunit"
174,MG_171_MONOMER,adenylate kinase
175,MG_172_MONOMER,"methionine aminopeptidase, type I"
176,MG_173_MONOMER,translation initiation factor IF-1
177,MG_174_MONOMER,ribosomal protein L36
178,MG_175_MONOMER,ribosomal protein S13
179,MG_176_MONOMER,
180,MG_177_MONOMER,"DNA-directed RNA polymerase, alpha subunit"
181,MG_178_MONOMER,ribosomal protein L17
182,MG_179_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative"
183,MG_180_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative"
184,MG_181_MONOMER,"metal ion (cobalt) ABC transporter, permease protein"
185,MG_182_MONOMER,tRNA pseudouridine synthase A
186,MG_183_MONOMER,oligoendopeptidase F
187,MG_184_MONOMER,adenine-specific DNA modification methylase
188,MG_185_MONOMER,"lipoprotein, putative"
189,MG_186_MONOMER,"Oligosaccharide or polyol ABC transporter, substrate binding protein"
190,MG_187_MONOMER,"Oligosaccharide or polyol ABC transporter, ATP-binding protein"
191,MG_188_MONOMER,"Oligosaccharide or polyol ABC transporter, permease protein"
192,MG_189_MONOMER,"Oligosaccharide or polyol ABC transporter, permease protein"
193,MG_190_MONOMER,phosphoesterase
194,MG_191_MONOMER,MgPa adhesin
195,MG_192_MONOMER,P110 protein
196,MG_194_MONOMER,"phenylalanyl-tRNA synthetase, alpha subunit"
197,MG_195_MONOMER,"phenylalanyl-tRNA synthetase, beta subunit"
198,MG_196_MONOMER,translation initiation factor IF-3
199,MG_197_MONOMER,ribosomal protein L35
200,MG_198_MONOMER,ribosomal protein L20
201,MG_199_MONOMER,"ribonuclease HIII, putative, frameshift"
202,MG_200_MONOMER,DnaJ domain protein
203,MG_201_MONOMER,co-chaperone GrpE
204,MG_202_MONOMER,
205,MG_203_MONOMER,"DNA topoisomerase IV, B subunit"
206,MG_204_MONOMER,"DNA topoisomerase IV, A subunit"
207,MG_205_MONOMER,"heat-inducible transcription repressor HrcA, putative"
208,MG_206_MONOMER,"excinuclease ABC, C subunit"
209,MG_207_MONOMER,Ser/Thr protein phosphatase 2A
210,MG_208_MONOMER,glycoprotease
211,MG_209_MONOMER,"23S rRNA pseudouridine synthase; U955, U2504, U2580"
212,MG_210_MONOMER,"prolipoprotein signal peptidase, signal peptidase II"
213,MG_480_MONOMER,
214,MG_481_MONOMER,30S ribosomal protein S21
215,MG_211_MONOMER,
216,MG_482_MONOMER,holo-(acyl-carrier-protein) synthase
217,MG_212_MONOMER,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative"
218,MG_213_MONOMER,segregation and condensation protein A
219,MG_214_MONOMER,segregation and condensation protein B
220,MG_215_MONOMER,6-phosphofructokinase
221,MG_216_MONOMER,pyruvate kinase
222,MG_217_MONOMER,P65 adhesin
223,MG_218_MONOMER,high molecular weight cytadherence accessory protein 2
224,MG_491_MONOMER,
225,MG_219_MONOMER,
226,MG_220_MONOMER,
227,MG_221_MONOMER,mraZ protein
228,MG_222_MONOMER,S-adenosyl-methyltransferase MraW
229,MG_223_MONOMER,
230,MG_224_MONOMER,cell division protein FtsZ
231,MG_225_MONOMER,amino acid-polyamine-organocation (APC) permease
232,MG_226_MONOMER,amino acid-polyamine-organocation (APC) permease
233,MG_227_MONOMER,thymidylate synthase
234,MG_228_MONOMER,dihydrofolate reductase
235,MG_229_MONOMER,"ribonucleoside-diphosphate reductase, beta chain"
236,MG_230_MONOMER,ribonucleotide reductase stimulatory protein
237,MG_231_MONOMER,"ribonucleoside-diphosphate reductase, alpha chain"
238,MG_232_MONOMER,ribosomal protein L21
239,MG_233_MONOMER,
240,MG_234_MONOMER,ribosomal protein L27
241,MG_235_MONOMER,apurinic endonuclease
242,MG_236_MONOMER,ferric uptake repressor
243,MG_237_MONOMER,
244,MG_238_MONOMER,trigger factor
245,MG_239_MONOMER,ATP-dependent protease La
246,MG_240_MONOMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein
247,MG_241_MONOMER,
248,MG_242_MONOMER,
249,MG_243_MONOMER,"conserved hypothetical protein, authentic frameshift"
250,MG_244_MONOMER,3-5' helicase
251,MG_245_MONOMER,"5-formyltetrahydrofolate cyclo-ligase, putative"
252,MG_246_MONOMER,Ser/Thr protein phosphatase 2A
253,MG_247_MONOMER,"membrane protein, putative"
254,MG_248_MONOMER,
255,MG_249_MONOMER,RNA polymerase sigma factor RpoD
256,MG_250_MONOMER,DNA primase
257,MG_251_MONOMER,glycyl-tRNA synthetase
258,MG_252_MONOMER,23S rRNA methyltransferase; G2251
259,MG_253_MONOMER,cysteinyl-tRNA synthetase
260,MG_254_MONOMER,"DNA ligase, NAD-dependent"
261,MG_255_MONOMER,
262,MG_494_MONOMER,
263,MG_256_MONOMER,
264,MG_257_MONOMER,ribosomal protein L31
265,MG_258_MONOMER,peptide chain release factor 1
266,MG_259_MONOMER,modification methylase
267,MG_260_MONOMER,"lipoprotein, putative"
268,MG_261_MONOMER,"DNA polymerase III, alpha subunit"
269,MG_262_MONOMER,"polI-like 5'-3' exonuclease, putative"
270,MG_498_MONOMER,formamidopyrimidine-DNA glycosylase
271,MG_263_MONOMER,Cof-like hydrolase
272,MG_264_MONOMER,dephospho-CoA kinase
273,MG_265_MONOMER,sugar phosphatase
274,MG_266_MONOMER,leucyl-tRNA synthetase
275,MG_267_MONOMER,
276,MG_268_MONOMER,
277,MG_269_MONOMER,
278,MG_270_MONOMER,"lipoyltransferase/lipoate-protein ligase, putative"
279,MG_271_MONOMER,dihydrolipoamide dehydrogenase
280,MG_272_MONOMER,dihydrolipoamide acetyltransferase
281,MG_273_MONOMER,"pyruvate dehydrogenase component E1, beta subunit"
282,MG_274_MONOMER,"pyruvate dehydrogenase component E1, alpha subunit"
283,MG_275_MONOMER,NADH oxidase
284,MG_276_MONOMER,adenine phosphoribosyltransferase
285,MG_277_MONOMER,Protein-export membrane protein secDF
286,MG_278_MONOMER,GTP diphosphokinase
287,MG_279_MONOMER,
288,MG_280_MONOMER,sensory rhodopsin II transducer motif
289,MG_281_MONOMER,
290,MG_282_MONOMER,transcription elongation factor GreA
291,MG_283_MONOMER,prolyl-tRNA synthetase
292,MG_284_MONOMER,
293,MG_285_MONOMER,
294,MG_286_MONOMER,
295,MG_287_MONOMER,acyl carrier protein
296,MG_288_MONOMER,protein L
297,MG_289_MONOMER,"phosphonate ABC transporter, substrate binding protein (P37), putative"
298,MG_290_MONOMER,"phosphonate ABC transporter, ATP-binding protein, putative"
299,MG_291_MONOMER,"phosphonate ABC transporter, permease protein (P69), putative"
300,MG_505_MONOMER,putative holliday junction resolvase
301,MG_292_MONOMER,alanyl-tRNA synthetase
302,MG_293_MONOMER,glycerophosphoryl diester phosphodiesterase
303,MG_294_MONOMER,major facilitator superfamily (MFS) protein
304,MG_295_MONOMER,tRNA U34 sulfurtransferase
305,MG_296_MONOMER,
306,MG_297_MONOMER,signal recognition particle receptor
307,MG_298_MONOMER,chromosome segregation protein SMC
308,MG_299_MONOMER,phosphate acetyltransferase
309,MG_300_MONOMER,phosphoglycerate kinase
310,MG_301_MONOMER,"glyceraldehyde-3-phosphate dehydrogenase, type I"
311,MG_302_MONOMER,"metal ion (cobalt) ABC transporter, permease protein, putative"
312,MG_303_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative"
313,MG_304_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative"
314,MG_305_MONOMER,chaperone
315,MG_306_MONOMER,"membrane protein, putative"
316,MG_307_MONOMER,"lipoprotein, putative"
317,MG_308_MONOMER,ATP-dependent RNA helicase
318,MG_309_MONOMER,"lipoprotein, putative"
319,MG_310_MONOMER,"hydrolase, Putative esterase/lipase 1"
320,MG_311_MONOMER,ribosomal protein S4
321,MG_312_MONOMER,high molecular weight cytadherence accessory protein 1
322,MG_313_MONOMER,"membrane protein, putative"
323,MG_314_MONOMER,
324,MG_315_MONOMER,"DNA polymerase III, delta subunit, putative"
325,MG_316_MONOMER,DNA internalization-related competence protein ComEC/Rec2
326,MG_317_MONOMER,high molecular weight cytadherence accessory protein 3
327,MG_318_MONOMER,P32 adhesin
328,MG_319_MONOMER,
329,MG_320_MONOMER,"membrane protein, putative"
330,MG_321_MONOMER,"oligopeptide ABC transporter, substrate binding protein"
331,MG_322_MONOMER,potassium uptake protein
332,MG_323_MONOMER,potassium uptake protein
333,MG_515_MONOMER,
334,MG_324_MONOMER,aminopeptidase
335,MG_325_MONOMER,ribosomal protein L33
336,MG_326_MONOMER,degV family protein
337,MG_327_MONOMER,"hydrolase, Putative esterase/lipase 2"
338,MG_328_MONOMER,coiled coil putative structural protein involved in cytoskeleton
339,MG_329_MONOMER,GTP-binding protein engA
340,MG_330_MONOMER,cytidylate kinase
341,MG_331_MONOMER,
342,MG_332_MONOMER,
343,MG_333_MONOMER,"FMN-dependent NADH-azoreductase, putative"
344,MG_334_MONOMER,valyl-tRNA synthetase
345,MG_335_MONOMER,"GTP-binding protein engB, putative"
346,MG_516_MONOMER,
347,MG_517_MONOMER,"glycosyl transferase, group 2 family protein"
348,MG_336_MONOMER,cysteine desulfurase
349,MG_337_MONOMER,
350,MG_338_MONOMER,"lipoprotein, putative"
351,MG_339_MONOMER,"recombination protein, strand exchange"
352,MG_340_MONOMER,"DNA-directed RNA polymerase, beta subunit"
353,MG_341_MONOMER,"DNA-directed RNA polymerase, beta subunit"
354,MG_342_MONOMER,NADPH-dependent FMN reductase domain protein
355,MG_343_MONOMER,
356,MG_344_MONOMER,"hydrolase, Putative esterase/lipase 3"
357,MG_345_MONOMER,isoleucyl-tRNA synthetase
358,MG_346_MONOMER,23S rRNA methyltransferase; U2552
359,MG_347_MONOMER,tRNA (guanine-N(7)-)-methyltransferase
360,MG_348_MONOMER,"lipoprotein, putative"
361,MG_349_MONOMER,Replication initiation/membrane attachment protein
362,MG_350_MONOMER,
363,MG_521_MONOMER,"membrane protein, putative"
364,MG_351_MONOMER,inorganic pyrophosphatase
365,MG_352_MONOMER,Holliday junction endonuclease
366,MG_353_MONOMER,"DNA-binding protein HU, putative"
367,MG_354_MONOMER,
368,MG_355_MONOMER,"ATP-dependent Clp protease, ATPase subunit"
369,MG_356_MONOMER,"choline/ethanolamine kinase, putative"
370,MG_357_MONOMER,acetate kinase
371,MG_358_MONOMER,Holliday junction DNA helicase
372,MG_359_MONOMER,Holliday junction DNA helicase RuvB
373,MG_360_MONOMER,ImpB/MucB/SamB family protein
374,MG_361_MONOMER,ribosomal protein L10
375,MG_362_MONOMER,ribosomal protein L7/L12
376,MG_363_MONOMER,ribosomal protein L32
377,MG_522_MONOMER,ribosomal protein S20
378,MG_364_MONOMER,Replication initiation/membrane attachment protein
379,MG_365_MONOMER,methionyl-tRNA formyltransferase
380,MG_366_MONOMER,
381,MG_367_MONOMER,ribonuclease III
382,MG_368_MONOMER,fatty acid/phospholipid synthesis protein PlsX
383,MG_369_MONOMER,DAK2 phosphatase domain protein
384,MG_370_MONOMER,"23S rRNA pseudouridine synthase; U1911, U1915, U1917"
385,MG_371_MONOMER,DHH family protein
386,MG_372_MONOMER,thiamine biosynthesis/tRNA modification protein ThiI
387,MG_373_MONOMER,
388,MG_374_MONOMER,
389,MG_375_MONOMER,threonyl-tRNA synthetase
390,MG_376_MONOMER,
391,MG_377_MONOMER,
392,MG_378_MONOMER,arginyl-tRNA synthetase
393,MG_379_MONOMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
394,MG_380_MONOMER,methyltransferase GidB
395,MG_381_MONOMER,
396,MG_382_MONOMER,uridine kinase
397,MG_383_MONOMER,"NH(3)-dependent NAD+ synthetase, putative"
398,MG_384_MONOMER,GTPase1 Obg
399,MG_524_MONOMER,
400,MG_385_MONOMER,glycerophosphoryl diester phosphodiesterase family protein
401,MG_386_MONOMER,P200 protein
402,MG_387_MONOMER,GTP-binding protein Era
403,MG_388_MONOMER,Putative metalloprotease
404,MG_389_MONOMER,
405,MG_390_MONOMER,"toxin ABC transporter, ATP-binding/permease protein"
406,MG_391_MONOMER,cytosol aminopeptidase
407,MG_392_MONOMER,chaperonin
408,MG_393_MONOMER,"chaperonin, 10 kDa"
409,MG_394_MONOMER,serine hydroxymethyltransferase
410,MG_395_MONOMER,"lipoprotein, putative"
411,MG_396_MONOMER,ribose 5-phosphate isomerase B
412,MG_397_MONOMER,
413,MG_398_MONOMER,"ATP synthase F1, epsilon subunit"
414,MG_399_MONOMER,"ATP synthase F1, beta subunit"
415,MG_400_MONOMER,"ATP synthase F1, gamma subunit"
416,MG_401_MONOMER,"ATP synthase F1, alpha subunit"
417,MG_402_MONOMER,"ATP synthase F1, delta subunit"
418,MG_403_MONOMER,"ATP synthase F0, B subunit"
419,MG_404_MONOMER,"ATP synthase F0, C subunit"
420,MG_405_MONOMER,"ATP synthase F0, A subunit"
421,MG_406_MONOMER,
422,MG_407_MONOMER,enolase
423,MG_408_MONOMER,methionine-S-sulfoxide reductase
424,MG_409_MONOMER,"phosphate transport system regulatory protein PhoU, putative"
425,MG_410_MONOMER,"phosphate ABC transporter, ATP-binding protein"
426,MG_411_MONOMER,"phosphate ABC transporter, permease protein PstA"
427,MG_412_MONOMER,"phosphate ABC transporter, substrate-binding protein"
428,MG_414_MONOMER,
429,MG_525_MONOMER,
430,MG_417_MONOMER,ribosomal protein S9
431,MG_418_MONOMER,ribosomal protein L13
432,MG_419_MONOMER,"DNA polymerase III, subunit gamma and tau"
433,MG_421_MONOMER,"excinuclease ABC, A subunit"
434,MG_422_MONOMER,
435,MG_423_MONOMER,metallo-beta-lactamase superfamily protein
436,MG_424_MONOMER,ribosomal protein S15
437,MG_425_MONOMER,ATP-dependent RNA helicase
438,MG_426_MONOMER,ribosomal protein L28
439,MG_427_MONOMER,osmotically inducible peroxidase
440,MG_428_MONOMER,"LuxR bacterial regulatory protein, putative"
441,MG_429_MONOMER,"PTS system, E1"
442,MG_430_MONOMER,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
443,MG_431_MONOMER,triosephosphate isomerase
444,MG_432_MONOMER,"membrane protein, putative"
445,MG_433_MONOMER,translation elongation factor Ts
446,MG_434_MONOMER,uridylate kinase
447,MG_435_MONOMER,ribosome recycling factor
448,MG_437_MONOMER,phosphatidate cytidylyltransferase
449,MG_438_MONOMER,type I restriction modification DNA specificity domain protein
450,MG_439_MONOMER,"lipoprotein, putative"
451,MG_440_MONOMER,"lipoprotein, putative"
452,MG_441_MONOMER,
453,MG_442_MONOMER,ribosomal biogenesis GTPase
454,MG_443_MONOMER,"membrane protein, putative"
455,MG_444_MONOMER,ribosomal protein L19
456,MG_445_MONOMER,tRNA (guanine-N1)-methyltransferase
457,MG_446_MONOMER,ribosomal protein S16
458,MG_447_MONOMER,multidrug efflux pump
459,MG_448_MONOMER,methionine-R-sulfoxide reductase
460,MG_449_MONOMER,"conserved hypothetical protein, authentic frameshift"
461,MG_450_MONOMER,degV family protein
462,MG_451_MONOMER,translation elongation factor Tu
463,MG_452_MONOMER,"membrane protein, putative"
464,MG_453_MONOMER,UTP-glucose-1-phosphate uridylyltransferase
465,MG_454_MONOMER,thiol-dependent peroxidase
466,MG_455_MONOMER,tyrosyl-tRNA synthetase
467,MG_456_MONOMER,
468,MG_457_MONOMER,ATP-dependent metalloprotease FtsH
469,MG_458_MONOMER,hypoxanthine phosphoribosyltransferase
470,MG_459_MONOMER,"putative 2-C-methyl-D-erythritol-2,4-cyclodiphosphate synthase"
471,MG_460_MONOMER,L-lactate dehydrogenase/malate dehydrogenase
472,MG_461_MONOMER,HD domain protein
473,MG_462_MONOMER,glutamyl-tRNA synthetase
474,MG_463_MONOMER,dimethyladenosine transferase
475,MG_464_MONOMER,inner-membrane protein insertion factor
476,MG_465_MONOMER,ribonuclease P protein component
477,MG_466_MONOMER,ribosomal protein L34
478,MG_467_MONOMER,"salivaricin A ABC transporter, ATP-binding protein"
479,MG_468_MONOMER,"salivaricin A ABC transporter, permease protein"
480,MG_526_MONOMER,"salivaricin A ABC transporter, ATP-binding protein"
481,MG_469_MONOMER,chromosomal replication initiator protein DnaA
482,MG_470_MONOMER,CobQ/CobB/MinD/ParA nucleotide binding domain
