Index,ID,Name,Type
76,MG_194_195_TETRAMER,phenylalanyl-tRNA synthetase,nascent
77,MG_201_DIMER,co-chaperone GrpE,nascent
78,MG_203_204_TETRAMER,topoisomerase IV,nascent
79,MG_205_DIMER,"heat-inducible transcription repressor HrcA, putative",nascent
80,MG_208_DIMER,glycoprotease family protein,nascent
81,MG_213_214_298_6MER,chromosome segregation protein SMC,nascent
82,MG_213_214_298_6MER_ADP,Chromosome Segregation Protein SMC with SCP Proteins-ADP,nascent
83,MG_215_TETRAMER,6-phosphofructokinase,nascent
84,MG_216_TETRAMER,pyruvate kinase,nascent
85,MG_221_OCTAMER,mraZ protein,nascent
86,MG_224_2MER_GTP,cell division protein ftsZ activated 2mer,nascent
87,MG_224_3MER_GTP,cell division protein ftsZ activated 3mer,nascent
88,MG_224_4MER_GTP,cell division protein ftsZ activated 4mer,nascent
89,MG_224_5MER_GTP,cell division protein ftsZ activated 5mer,nascent
90,MG_224_6MER_GTP,cell division protein ftsZ activated 6mer,nascent
91,MG_224_7MER_GTP,cell division protein ftsZ activated 7mer,nascent
92,MG_224_8MER_GTP,cell division protein ftsZ activated 8mer,nascent
93,MG_224_9MER_GDP,cell division protein ftsZ deactivated 9mer,nascent
94,MG_224_9MER_GTP,cell division protein ftsZ activated 9mer,nascent
95,MG_224_MONOMER_GDP,cell division protein ftsZ hydrolysed,nascent
96,MG_224_MONOMER_GTP,cell division protein ftsZ activated,nascent
97,MG_225_DIMER,amino acid transporter,nascent
98,MG_226_DIMER,amino acid transporter,nascent
99,MG_227_DIMER,thymidylate synthase,nascent
100,MG_228_TETRAMER,dihydrofolate reductase,nascent
101,MG_229_231_TETRAMER,ribonucleoside-diphosphate reductase,nascent
102,MG_229_231_TETRAMER_ox,oxidized ribonucleoside-diphosphate reductase,nascent
103,MG_239_HEXAMER,ATP-dependent protease La,nascent
104,MG_240_HEXAMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,nascent
105,MG_244_DIMER,3-5' helicase,nascent
106,MG_251_DIMER,glycyl-tRNA synthetase,nascent
107,MG_252_DIMER,23S rRNA methyltransferase,nascent
108,MG_259_TETRAMER,modification methylase,nascent
109,MG_265_DIMER,sugar phosphatase,nascent
110,MG_271_272_273_274_192MER,pyruvate dehydrogenase,nascent
111,MG_271_272_273_274_192MER_ox,oxidized dihydrolipoamide dehydrogenase,nascent
112,MG_275_TETRAMER,NADH oxidase,nascent
113,MG_276_DIMER,adenine phosphoribosyltransferase,nascent
114,MG_278_DIMER,GTP pyrophosphokinase,nascent
115,MG_283_DIMER,prolyl-tRNA synthetase,nascent
116,MG_287_MONOMER_ACP,holo acyl carrier protein,nascent
117,MG_287_MONOMER_ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),nascent
118,MG_287_MONOMER_hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),nascent
119,MG_287_MONOMER_myrsACP,Myristoyl-ACP (n-C14:0ACP),nascent
120,MG_287_MONOMER_ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),nascent
121,MG_287_MONOMER_octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),nascent
122,MG_287_MONOMER_palmACP,Palmitoyl-ACP (n-C16:0ACP),nascent
123,MG_287_MONOMER_tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),nascent
124,MG_289_290_291_PENTAMER,phosphonate ABC transporter,nascent
125,MG_292_TETRAMER,alanyl-tRNA synthetase,nascent
126,MG_293_DIMER,glycerophosphoryl diester phosphodiesterase family protein,nascent
127,MG_295_MONOMER_ox,oxidized tRNA U34 sulfurtransferase,nascent
128,MG_299_DIMER,phosphate acetyltransferase,nascent
129,MG_301_TETRAMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",nascent
130,MG_302_303_304_TETRAMER,metal ion (cobalt) ABC transporter,nascent
131,MG_316_DIMER,DNA internalization-related competence protein ComEC/Rec2,nascent
132,MG_322_323_TETRAMER,"potassium uptake protein, TrkH family, putative",nascent
133,MG_333_DIMER,"FMN-dependent NADH-azoreductase, putative",nascent
134,MG_336_DIMER,cysteine desulfurase,nascent
135,MG_346_DIMER,23S rRNA methyltransferase,nascent
136,MG_347_DIMER,tRNA (guanine-N(7)-)-methyltransferase,nascent
137,MG_349_HEXAMER,Replication initiation/membrane attachment protein,nascent
138,MG_351_HEXAMER,inorganic pyrophosphatase,nascent
139,MG_352_DIMER,Holliday junction endonuclease,nascent
140,MG_353_DIMER,"DNA-binding protein HU, putative",nascent
141,MG_355_HEXAMER,"ATP-dependent Clp protease, ATPase subunit",nascent
142,MG_357_DIMER,acetate kinase,nascent
143,MG_358_359_10MER,Holliday junction DNA helicase,nascent
144,MG_367_DIMER,ribonuclease III,nascent
145,MG_368_DIMER,fatty acid/phospholipid synthesis protein PlsX,nascent
146,MG_369_DIMER,DAK2 phosphatase domain protein,nascent
147,MG_372_DIMER,thiamine biosynthesis/tRNA modification protein ThiI,nascent
148,MG_375_DIMER,threonyl-tRNA synthetase,nascent
149,MG_376_HEXAMER,,nascent
150,MG_382_TETRAMER,uridine kinase,nascent
151,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative",nascent
152,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein,nascent
153,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein",nascent
154,MG_391_HEXAMER,cytosol aminopeptidase,nascent
155,MG_392_393_21MER,GroEL-GroES chaperonin complex,nascent
156,MG_394_TETRAMER,serine hydroxymethyltransferase,nascent
157,MG_396_DIMER,ribose 5-phosphate isomerase B,nascent
158,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase,nascent
159,MG_407_DIMER,enolase,nascent
160,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative",nascent
161,MG_410_411_412_PENTAMER,phosphate ABC transporter,nascent
162,MG_425_DIMER,ATP-dependent RNA helicase,nascent
163,MG_427_DIMER,osmotically inducible peroxidase,nascent
164,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase,nascent
165,MG_428_DIMER,"LuxR bacterial regulatory protein, putative",nascent
166,MG_431_DIMER,triosephosphate isomerase,nascent
167,MG_433_DIMER,translation elongation factor Ts,nascent
168,MG_434_HEXAMER,uridylate kinase,nascent
169,MG_437_DIMER,phosphatidate cytidylyltransferase,nascent
170,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase,nascent
171,MG_451_DIMER,translation elongation factor Tu,nascent
172,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase,nascent
173,MG_454_DIMER,thiol-dependent peroxidase,nascent
174,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase,nascent
175,MG_455_DIMER,tyrosyl-tRNA synthetase,nascent
176,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH,nascent
177,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase,nascent
178,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase,nascent
179,MG_467_468_526_TETRAMER,salivaricin A ABC transporter,nascent
180,MG_469_1MER_ADP,DnaA-ADP,nascent
181,MG_469_1MER_ATP,DnaA-ATP,nascent
182,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP,nascent
183,MG_469_2MER_ATP,DnaA-ATP 2mer,nascent
184,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP,nascent
185,MG_469_3MER_ATP,DnaA-ATP 3mer,nascent
186,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP,nascent
187,MG_469_4MER_ATP,DnaA-ATP 4mer,nascent
188,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP,nascent
189,MG_469_5MER_ATP,DnaA-ATP 5mer,nascent
190,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP,nascent
191,MG_469_6MER_ATP,DnaA-ATP 6mer,nascent
192,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP,nascent
193,MG_469_7MER_ATP,DnaA-ATP 7mer,nascent
194,MG_482_DIMER,holo-(acyl-carrier-protein) synthase,nascent
195,REPLISOME,Replisome,nascent
196,RIBOSOME_30S,30S ribosomal subunit,nascent
197,RIBOSOME_30S_IF3,30S ribosomal subunit - translation initiation factor IF-3 complex,nascent
198,RIBOSOME_50S,50S ribosomal subunit,nascent
199,RIBOSOME_70S,70S ribosome,nascent
200,RNA_POLYMERASE,DNA-directed RNA polymerase,nascent
201,RNA_POLYMERASE_HOLOENZYME,DNA-directed RNA polymerase holoenzyme,nascent
202,DNA_GYRASE,DNA gyrase,mature
203,DNA_POLYMERASE_2CORE_BETA_CLAMP_GAMMA_COMPLEX_PRIMASE,"DNA polymerase (2) core, Î²-clamp, Î³-complex, and primase",mature
204,DNA_POLYMERASE_CORE,DNA-directed DNA polymerase,mature
205,DNA_POLYMERASE_CORE_BETA_CLAMP_GAMMA_COMPLEX,"DNA polymerase core, &beta;-clamp, and &gamma;-complex",mature
206,DNA_POLYMERASE_CORE_BETA_CLAMP_PRIMASE,"DNA polymerase core, &beta;-clamp, and primase",mature
207,DNA_POLYMERASE_GAMMA_COMPLEX,DNA-directed DNA polymerase gamma complex,mature
208,DNA_POLYMERASE_HOLOENZYME,DNA-directed DNA polymerase holoenzyme,mature
209,MG_0001_048,signal recognition particle,mature
210,MG_0003_465,ribonuclease P,mature
211,MG_001_DIMER,"DNA polymerase III, beta clamp",mature
212,MG_005_DIMER,seryl-tRNA synthetase,mature
213,MG_006_DIMER,thymidylate kinase,mature
214,MG_008_379_TETRAMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,mature
215,MG_013_DIMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,mature
216,MG_014_015_DIMER,multidrug ABC transporter,mature
217,MG_019_DIMER,chaperone protein DnaJ,mature
218,MG_021_DIMER,methionyl-tRNA synthetase,mature
219,MG_023_DIMER,"fructose-1,6-bisphosphate aldolase, class II",mature
220,MG_029_DIMER,DJ-1/PfpI family protein,mature
221,MG_030_TRIMER,uracil phosphoribosyltransferase,mature
222,MG_033_TETRAMER,glycerol uptake facilitator,mature
223,MG_034_DIMER,thymidine kinase,mature
224,MG_035_DIMER,histidyl-tRNA synthetase,mature
225,MG_036_DIMER,aspartyl-tRNA synthetase,mature
226,MG_038_TETRAMER,glycerol kinase,mature
227,MG_039_DIMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",mature
228,MG_040_119_120_121_PENTAMER,Monosaccharide (riboside/galactoside) ABC transporter,mature
229,MG_041_062_429_PENTAMER,"PTS system, fructose-specific",mature
230,MG_041_069_429_PENTAMER,"PTS system, glucose-specific",mature
231,MG_042_043_044_045_PENTAMER,spermidine/putrescine (polyamine) ABC transporter,mature
232,MG_046_DIMER,metalloendopeptidase,mature
233,MG_047_TETRAMER,S-adenosylmethionine synthetase,mature
234,MG_049_HEXAMER,purine nucleoside phosphorylase,mature
235,MG_051_DIMER,pyrimidine-nucleoside phosphorylase,mature
236,MG_052_DIMER,cytidine deaminase,mature
237,MG_053_TRIMER,"phosphoglucomutase/phosphomannomutase, putative",mature
238,MG_055_170_277_464_476_20MER,preprotein translocase,mature
239,MG_058_HEXAMER,ribose-phosphate pyrophosphokinase,mature
240,MG_063_DIMER,"1-phosphofructokinase, putative",mature
241,MG_064_065_TETRAMER,ABC transporter,mature
242,MG_066_DIMER,transketolase,mature
243,MG_072_DIMER,"preprotein translocase, SecA subunit",mature
244,MG_073_206_421_TETRAMER,DNA incision complex,mature
245,MG_077_078_079_080_321_PENTAMER,oligopeptide ABC transporter,mature
246,MG_084_TETRAMER,tRNA(Ile)-lysidine synthetase,mature
247,MG_085_HEXAMER,HPr(Ser) kinase/phosphatase,mature
248,MG_089_DIMER,translation elongation factor G,mature
249,MG_091_OCTAMER,"single-strand binding protein family, octamer",mature
250,MG_091_TETRAMER,"single-strand binding protein family, tetramer",mature
251,MG_094_HEXAMER,replicative DNA helicase,mature
252,MG_098_099_100_TRIMER,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase,mature
253,MG_102_DIMER,thioredoxin-disulfide reductase,mature
254,MG_102_DIMER_ox,oxidized thioredoxin-disulfide reductase,mature
255,MG_105_OCTAMER,putative DNA integrity scanning protein,mature
256,MG_106_DIMER,peptide deformylase,mature
257,MG_107_DIMER,guanylate kinase,mature
258,MG_109_DIMER,"serine/threonine protein kinase, putative",mature
259,MG_111_DIMER,glucose-6-phosphate isomerase,mature
260,MG_112_DIMER,ribulose-phosphate 3-epimerase,mature
261,MG_113_DIMER,asparaginyl-tRNA synthetase,mature
262,MG_114_DIMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,mature
263,MG_118_DIMER,UDP-glucose 4-epimerase,mature
264,MG_123_DIMER,arginine deaminase,mature
265,MG_124_MONOMER_ox,oxidized thioredoxin,mature
266,MG_126_DIMER,tryptophanyl-tRNA synthetase,mature
267,MG_127_MONOMER_ox,oxidized Spx subfamily protein,mature
268,MG_128_HEXAMER,"inorganic polyphosphate/ATP-NAD kinase, probable",mature
269,MG_132_DIMER,purine nucleoside phosphoramidase,mature
270,MG_136_DIMER,lysyl-tRNA synthetase,mature
271,MG_137_DIMER,UDP-galactopyranose mutase,mature
272,MG_139_DIMER,ribonuclease J,mature
273,MG_179_180_181_TETRAMER,metal ion (cobalt) ABC transporter,mature
274,MG_182_DIMER,Pseudouridylate synthase,mature
275,MG_184_DIMER,adenine-specific DNA modification methylase,mature
276,MG_186_187_188_189_PENTAMER,Oligosaccharide or polyol ABC transporter,mature
277,MG_194_195_TETRAMER,phenylalanyl-tRNA synthetase,mature
278,MG_201_DIMER,co-chaperone GrpE,mature
279,MG_203_204_TETRAMER,topoisomerase IV,mature
280,MG_205_DIMER,"heat-inducible transcription repressor HrcA, putative",mature
281,MG_208_DIMER,glycoprotease family protein,mature
282,MG_213_214_298_6MER,chromosome segregation protein SMC,mature
283,MG_213_214_298_6MER_ADP,Chromosome Segregation Protein SMC with SCP Proteins-ADP,mature
284,MG_215_TETRAMER,6-phosphofructokinase,mature
285,MG_216_TETRAMER,pyruvate kinase,mature
286,MG_221_OCTAMER,mraZ protein,mature
287,MG_224_2MER_GTP,cell division protein ftsZ activated 2mer,mature
288,MG_224_3MER_GTP,cell division protein ftsZ activated 3mer,mature
289,MG_224_4MER_GTP,cell division protein ftsZ activated 4mer,mature
290,MG_224_5MER_GTP,cell division protein ftsZ activated 5mer,mature
291,MG_224_6MER_GTP,cell division protein ftsZ activated 6mer,mature
292,MG_224_7MER_GTP,cell division protein ftsZ activated 7mer,mature
293,MG_224_8MER_GTP,cell division protein ftsZ activated 8mer,mature
294,MG_224_9MER_GDP,cell division protein ftsZ deactivated 9mer,mature
295,MG_224_9MER_GTP,cell division protein ftsZ activated 9mer,mature
296,MG_224_MONOMER_GDP,cell division protein ftsZ hydrolysed,mature
297,MG_224_MONOMER_GTP,cell division protein ftsZ activated,mature
298,MG_225_DIMER,amino acid transporter,mature
299,MG_226_DIMER,amino acid transporter,mature
300,MG_227_DIMER,thymidylate synthase,mature
301,MG_228_TETRAMER,dihydrofolate reductase,mature
302,MG_229_231_TETRAMER,ribonucleoside-diphosphate reductase,mature
303,MG_229_231_TETRAMER_ox,oxidized ribonucleoside-diphosphate reductase,mature
304,MG_239_HEXAMER,ATP-dependent protease La,mature
305,MG_240_HEXAMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,mature
306,MG_244_DIMER,3-5' helicase,mature
307,MG_251_DIMER,glycyl-tRNA synthetase,mature
308,MG_252_DIMER,23S rRNA methyltransferase,mature
309,MG_259_TETRAMER,modification methylase,mature
310,MG_265_DIMER,sugar phosphatase,mature
311,MG_271_272_273_274_192MER,pyruvate dehydrogenase,mature
312,MG_271_272_273_274_192MER_ox,oxidized dihydrolipoamide dehydrogenase,mature
313,MG_275_TETRAMER,NADH oxidase,mature
314,MG_276_DIMER,adenine phosphoribosyltransferase,mature
315,MG_278_DIMER,GTP pyrophosphokinase,mature
316,MG_283_DIMER,prolyl-tRNA synthetase,mature
317,MG_287_MONOMER_ACP,holo acyl carrier protein,mature
318,MG_287_MONOMER_ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),mature
319,MG_287_MONOMER_hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),mature
320,MG_287_MONOMER_myrsACP,Myristoyl-ACP (n-C14:0ACP),mature
321,MG_287_MONOMER_ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),mature
322,MG_287_MONOMER_octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),mature
323,MG_287_MONOMER_palmACP,Palmitoyl-ACP (n-C16:0ACP),mature
324,MG_287_MONOMER_tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),mature
325,MG_289_290_291_PENTAMER,phosphonate ABC transporter,mature
326,MG_292_TETRAMER,alanyl-tRNA synthetase,mature
327,MG_293_DIMER,glycerophosphoryl diester phosphodiesterase family protein,mature
328,MG_295_MONOMER_ox,oxidized tRNA U34 sulfurtransferase,mature
329,MG_299_DIMER,phosphate acetyltransferase,mature
330,MG_301_TETRAMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",mature
331,MG_302_303_304_TETRAMER,metal ion (cobalt) ABC transporter,mature
332,MG_316_DIMER,DNA internalization-related competence protein ComEC/Rec2,mature
333,MG_322_323_TETRAMER,"potassium uptake protein, TrkH family, putative",mature
334,MG_333_DIMER,"FMN-dependent NADH-azoreductase, putative",mature
335,MG_336_DIMER,cysteine desulfurase,mature
336,MG_346_DIMER,23S rRNA methyltransferase,mature
337,MG_347_DIMER,tRNA (guanine-N(7)-)-methyltransferase,mature
338,MG_349_HEXAMER,Replication initiation/membrane attachment protein,mature
339,MG_351_HEXAMER,inorganic pyrophosphatase,mature
340,MG_352_DIMER,Holliday junction endonuclease,mature
341,MG_353_DIMER,"DNA-binding protein HU, putative",mature
342,MG_355_HEXAMER,"ATP-dependent Clp protease, ATPase subunit",mature
343,MG_357_DIMER,acetate kinase,mature
344,MG_358_359_10MER,Holliday junction DNA helicase,mature
345,MG_367_DIMER,ribonuclease III,mature
346,MG_368_DIMER,fatty acid/phospholipid synthesis protein PlsX,mature
347,MG_369_DIMER,DAK2 phosphatase domain protein,mature
348,MG_372_DIMER,thiamine biosynthesis/tRNA modification protein ThiI,mature
349,MG_375_DIMER,threonyl-tRNA synthetase,mature
350,MG_376_HEXAMER,,mature
351,MG_382_TETRAMER,uridine kinase,mature
352,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative",mature
353,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein,mature
354,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein",mature
355,MG_391_HEXAMER,cytosol aminopeptidase,mature
356,MG_392_393_21MER,GroEL-GroES chaperonin complex,mature
357,MG_394_TETRAMER,serine hydroxymethyltransferase,mature
358,MG_396_DIMER,ribose 5-phosphate isomerase B,mature
359,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase,mature
360,MG_407_DIMER,enolase,mature
361,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative",mature
362,MG_410_411_412_PENTAMER,phosphate ABC transporter,mature
363,MG_425_DIMER,ATP-dependent RNA helicase,mature
364,MG_427_DIMER,osmotically inducible peroxidase,mature
365,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase,mature
366,MG_428_DIMER,"LuxR bacterial regulatory protein, putative",mature
367,MG_431_DIMER,triosephosphate isomerase,mature
368,MG_433_DIMER,translation elongation factor Ts,mature
369,MG_434_HEXAMER,uridylate kinase,mature
370,MG_437_DIMER,phosphatidate cytidylyltransferase,mature
371,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase,mature
372,MG_451_DIMER,translation elongation factor Tu,mature
373,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase,mature
374,MG_454_DIMER,thiol-dependent peroxidase,mature
375,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase,mature
376,MG_455_DIMER,tyrosyl-tRNA synthetase,mature
377,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH,mature
378,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase,mature
379,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase,mature
380,MG_467_468_526_TETRAMER,salivaricin A ABC transporter,mature
381,MG_469_1MER_ADP,DnaA-ADP,mature
382,MG_469_1MER_ATP,DnaA-ATP,mature
383,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP,mature
384,MG_469_2MER_ATP,DnaA-ATP 2mer,mature
385,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP,mature
386,MG_469_3MER_ATP,DnaA-ATP 3mer,mature
387,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP,mature
388,MG_469_4MER_ATP,DnaA-ATP 4mer,mature
389,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP,mature
390,MG_469_5MER_ATP,DnaA-ATP 5mer,mature
391,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP,mature
392,MG_469_6MER_ATP,DnaA-ATP 6mer,mature
393,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP,mature
394,MG_469_7MER_ATP,DnaA-ATP 7mer,mature
395,MG_482_DIMER,holo-(acyl-carrier-protein) synthase,mature
396,REPLISOME,Replisome,mature
397,RIBOSOME_30S,30S ribosomal subunit,mature
398,RIBOSOME_30S_IF3,30S ribosomal subunit - translation initiation factor IF-3 complex,mature
399,RIBOSOME_50S,50S ribosomal subunit,mature
400,RIBOSOME_70S,70S ribosome,mature
401,RNA_POLYMERASE,DNA-directed RNA polymerase,mature
402,RNA_POLYMERASE_HOLOENZYME,DNA-directed RNA polymerase holoenzyme,mature
403,DNA_GYRASE,DNA gyrase,inactivated
404,DNA_POLYMERASE_2CORE_BETA_CLAMP_GAMMA_COMPLEX_PRIMASE,"DNA polymerase (2) core, Î²-clamp, Î³-complex, and primase",inactivated
405,DNA_POLYMERASE_CORE,DNA-directed DNA polymerase,inactivated
406,DNA_POLYMERASE_CORE_BETA_CLAMP_GAMMA_COMPLEX,"DNA polymerase core, &beta;-clamp, and &gamma;-complex",inactivated
